
,Year,County,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
104,1999,Passaic,28.8028.8,33.3033.3,37.6037.6,49.9049.9,58.8058.8,69.1069.1,76.7076.7,71.7071.7,64.9064.9,50.9050.9,46.3046.3,34.7034.7
105,2000,Passaic,26.6026.6,32.1032.1,43.2043.2,47.4047.4,59.9059.9,67.7067.7,68.8068.8,68.6068.6,62.1062.1,52.8052.8,41.2041.2,26.9026.9
106,2001,Passaic,27.0027.0,31.6031.6,35.6035.6,49.6049.6,60.4060.4,68.7068.7,69.3069.3,74.1074.1,63.3063.3,53.7053.7,46.2046.2,38.8038.8
107,2002,Passaic,34.3034.3,36.2036.2,40.0040.0,51.8051.8,56.4056.4,68.2068.2,74.2074.2,73.9073.9,65.6065.6,51.2051.2,41.0041.0,30.7030.7
108,2003,Passaic,23.2023.2,24.9024.9,37.9037.9,45.9045.9,56.1056.1,65.6065.6,72.2072.2,73.3073.3,64.4064.4,50.5050.5,45.8045.8,33.1033.1
109,2004,Passaic,21.0021.0,30.0030.0,40.9040.9,50.0050.0,63.4063.4,67.0067.0,70.6070.6,70.8070.8,65.8065.8,51.8051.8,44.3044.3,32.6032.6
110,2005,Passaic,26.1026.1,31.3031.3,34.1034.1,51.4051.4,55.8055.8,70.9070.9,73.7073.7,74.8074.8,68.4068.4,53.9053.9,44.5044.5,29.6029.6
111,2006,Passaic,35.3035.3,31.6031.6,39.2039.2,51.5051.5,60.0060.0,68.4068.4,75.0075.0,71.9071.9,62.3062.3,51.5051.5,47.6047.6,39.4039.4
112,2007,Passaic,33.3033.3,24.4024.4,37.0037.0,46.5046.5,61.6061.6,69.0069.0,71.9071.9,70.5070.5,65.6065.6,59.8059.8,40.5040.5,32.2032.2
113,2008,Passaic,31.3031.3,31.0031.0,38.1038.1,51.4051.4,55.9055.9,70.8070.8,74.2074.2,69.2069.2,65.2065.2,50.9050.9,41.6041.6,32.8032.8
114,2009,Passaic,22.8022.8,31.9031.9,38.4038.4,50.8050.8,59.6059.6,65.8065.8,69.7069.7,72.8072.8,62.4062.4,51.1051.1,47.2047.2,31.3031.3
115,2010,Passaic,28.5028.5,29.7029.7,44.0044.0,54.1054.1,62.6062.6,71.1071.1,76.2076.2,72.5072.5,66.4066.4,53.8053.8,43.1043.1,28.9028.9
116,2011,Passaic,24.4024.4,29.3029.3,38.3038.3,51.0051.0,62.0062.0,69.1069.1,75.7075.7,71.7071.7,66.6066.6,53.8053.8,46.2046.2,37.4037.4
117,2012,Passaic,31.7031.7,36.2036.2,47.8047.8,50.8050.8,63.5063.5,68.2068.2,75.7075.7,72.8072.8,64.8064.8,54.9054.9,39.5039.5,37.3037.3
118,2013,Passaic,30.8030.8,29.6029.6,36.4036.4,49.6049.6,59.5059.5,69.2069.2,76.2076.2,69.8069.8,62.7062.7,54.8054.8,40.4040.4,32.6032.6
119,2014,Passaic,22.9022.9,25.7025.7,31.7031.7,48.2048.2,60.8060.8,69.0069.0,73.1073.1,69.9069.9,65.3065.3,55.5055.5,39.5039.5,36.0036.0
120,2015,Passaic,24.1024.1,17.8017.8,32.5032.5,49.4049.4,64.7064.7,67.9067.9,73.5073.5,72.8072.8,68.9068.9,52.2052.2,46.9046.9,44.4044.4
121,2016,Passaic,28.6028.6,32.9032.9,44.6044.6,49.3049.3,59.1059.1,68.5068.5,75.2075.2,74.9074.9,67.6067.6,54.4054.4,44.9044.9,33.2033.2
122,2017,Passaic,33.3033.3,36.6036.6,35.4035.4,53.9053.9,58.1058.1,68.4068.4,73.0073.0,69.9069.9,66.7066.7,59.0059.0,41.2041.2,30.0030.0
123,2018,Passaic,25.5025.5,35.7035.7,36.1036.1,45.2045.2,63.8063.8,68.1068.1,74.8074.8,74.9074.9,67.1067.1,53.2053.2,39.6039.6,35.0035.0
124,2019,Passaic,27.9027.9,31.2031.2,36.3036.3,52.0052.0,60.1060.1,68.1068.1,76.2076.2,72.3072.3,66.0066.0,55.4055.4,38.4038.4,32.5032.5

,Year,County,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
75,1970,Salem,24.5024.5,32.8032.8,37.8037.8,50.4050.4,63.3063.3,70.2070.2,75.1075.1,75.1075.1,70.5070.5,58.6058.6,46.8046.8,35.3035.3
76,1971,Salem,27.3027.3,34.2034.2,39.8039.8,50.0050.0,59.3059.3,72.1072.1,74.7074.7,72.9072.9,69.7069.7,62.0062.0,44.7044.7,41.2041.2
77,1972,Salem,34.7034.7,31.4031.4,40.1040.1,48.5048.5,61.2061.2,67.3067.3,75.6075.6,73.6073.6,67.3067.3,51.9051.9,42.9042.9,39.9039.9
78,1973,Salem,34.2034.2,32.8032.8,46.8046.8,52.2052.2,59.4059.4,73.6073.6,76.1076.1,76.3076.3,68.6068.6,57.9057.9,46.8046.8,37.8037.8
79,1974,Salem,36.4036.4,31.5031.5,43.4043.4,54.4054.4,61.3061.3,68.4068.4,75.6075.6,75.0075.0,66.2066.2,52.5052.5,45.8045.8,38.5038.5
80,1975,Salem,36.8036.8,35.2035.2,40.2040.2,47.2047.2,64.4064.4,70.9070.9,75.0075.0,75.4075.4,64.4064.4,59.4059.4,50.2050.2,36.1036.1
81,1976,Salem,28.5028.5,40.4040.4,45.9045.9,54.6054.6,60.9060.9,73.3073.3,73.6073.6,73.1073.1,65.9065.9,51.6051.6,39.5039.5,30.3030.3
82,1977,Salem,21.0021.0,33.4033.4,47.6047.6,55.0055.0,64.4064.4,68.9068.9,76.4076.4,75.2075.2,69.0069.0,54.0054.0,47.1047.1,34.1034.1
83,1978,Salem,27.9027.9,22.9022.9,38.1038.1,50.9050.9,59.8059.8,70.7070.7,73.3073.3,76.3076.3,66.0066.0,54.3054.3,46.7046.7,37.9037.9
84,1979,Salem,32.0032.0,22.4022.4,45.4045.4,50.1050.1,63.2063.2,67.6067.6,74.5074.5,74.2074.2,67.5067.5,54.5054.5,49.6049.6,38.1038.1
85,1980,Salem,32.0032.0,29.7029.7,39.6039.6,53.6053.6,64.4064.4,68.8068.8,77.5077.5,77.5077.5,70.6070.6,54.4054.4,42.7042.7,33.0033.0
86,1981,Salem,25.7025.7,37.7037.7,40.0040.0,54.8054.8,62.0062.0,72.2072.2,76.5076.5,72.7072.7,66.1066.1,52.8052.8,44.8044.8,34.0034.0
87,1982,Salem,24.4024.4,34.1034.1,41.2041.2,49.8049.8,63.6063.6,68.4068.4,76.2076.2,71.4071.4,66.2066.2,55.9055.9,48.0048.0,41.7041.7
88,1983,Salem,33.8033.8,33.7033.7,44.1044.1,51.3051.3,60.6060.6,71.2071.2,77.4077.4,76.6076.6,68.7068.7,56.6056.6,46.4046.4,33.1033.1
89,1984,Salem,26.3026.3,39.1039.1,36.0036.0,50.2050.2,61.0061.0,73.0073.0,74.0074.0,75.0075.0,64.2064.2,61.1061.1,44.1044.1,42.3042.3
90,1985,Salem,27.3027.3,35.6035.6,44.9044.9,55.6055.6,64.4064.4,68.9068.9,75.4075.4,73.4073.4,68.5068.5,58.3058.3,50.5050.5,32.7032.7
91,1986,Salem,32.4032.4,31.6031.6,43.5043.5,52.0052.0,65.1065.1,72.0072.0,76.7076.7,72.3072.3,66.8066.8,57.1057.1,44.1044.1,37.4037.4
92,1987,Salem,31.0031.0,31.5031.5,44.2044.2,51.6051.6,62.8062.8,73.7073.7,78.7078.7,74.0074.0,67.8067.8,51.7051.7,47.4047.4,38.6038.6
93,1988,Salem,27.2027.2,34.6034.6,43.3043.3,50.0050.0,62.0062.0,71.0071.0,78.6078.6,77.2077.2,65.3065.3,50.7050.7,46.5046.5,34.8034.8
94,1989,Salem,36.0036.0,34.4034.4,41.3041.3,50.7050.7,61.0061.0,73.4073.4,75.0075.0,73.5073.5,67.8067.8,57.3057.3,44.6044.6,24.5024.5
95,1990,Salem,40.0040.0,41.0041.0,45.4045.4,52.6052.6,60.6060.6,71.2071.2,76.5076.5,74.0074.0,65.8065.8,60.3060.3,48.1048.1,41.1041.1
96,1991,Salem,34.0034.0,39.3039.3,45.0045.0,53.8053.8,68.3068.3,73.0073.0,76.8076.8,75.9075.9,66.8066.8,56.8056.8,45.6045.6,39.3039.3
97,1992,Salem,34.9034.9,36.6036.6,40.5040.5,50.8050.8,59.2059.2,68.6068.6,75.3075.3,71.1071.1,66.7066.7,52.6052.6,46.0046.0,37.4037.4
98,1993,Salem,37.2037.2,30.6030.6,38.8038.8,51.9051.9,64.0064.0,71.4071.4,78.4078.4,76.1076.1,67.6067.6,54.7054.7,46.1046.1,35.6035.6
99,1994,Salem,26.0026.0,31.0031.0,41.0041.0,56.9056.9,59.4059.4,74.6074.6,78.7078.7,71.9071.9,66.0066.0,54.4054.4,50.4050.4,40.7040.7
100,1995,Salem,37.5037.5,31.0031.0,45.2045.2,51.8051.8,61.4061.4,71.3071.3,78.2078.2,76.3076.3,67.9067.9,59.6059.6,41.8041.8,31.6031.6
101,1996,Salem,30.9030.9,34.0034.0,38.5038.5,52.4052.4,59.7059.7,72.2072.2,73.6073.6,73.4073.4,67.8067.8,55.6055.6,40.9040.9,39.8039.8
102,1997,Salem,32.5032.5,39.7039.7,43.8043.8,50.4050.4,58.8058.8,69.7069.7,76.1076.1,73.2073.2,66.1066.1,56.2056.2,44.1044.1,38.1038.1
103,1998,Salem,40.8040.8,40.9040.9,44.7044.7,54.7054.7,65.1065.1,70.8070.8,76.0076.0,75.6075.6,70.7070.7,57.0057.0,46.9046.9,41.5041.5
104,1999,Salem,35.8035.8,37.1037.1,41.6041.6,52.9052.9,62.8062.8,71.8071.8,79.4079.4,75.8075.8,68.6068.6,54.7054.7,50.4050.4,39.6039.6
105,2000,Salem,32.0032.0,37.5037.5,47.6047.6,51.7051.7,64.1064.1,72.2072.2,72.9072.9,72.9072.9,65.6065.6,57.1057.1,44.4044.4,30.3030.3
106,2001,Salem,31.9031.9,37.1037.1,40.2040.2,53.3053.3,63.2063.2,72.9072.9,72.8072.8,77.2077.2,65.9065.9,57.3057.3,50.5050.5,42.8042.8
107,2002,Salem,38.4038.4,40.3040.3,45.1045.1,56.3056.3,61.8061.8,72.2072.2,77.8077.8,77.8077.8,70.1070.1,56.6056.6,44.8044.8,35.0035.0
108,2003,Salem,29.0029.0,30.2030.2,43.8043.8,51.3051.3,58.4058.4,69.3069.3,76.2076.2,76.6076.6,69.0069.0,54.9054.9,50.6050.6,36.9036.9
109,2004,Salem,26.6026.6,35.0035.0,45.2045.2,54.0054.0,69.0069.0,70.7070.7,75.2075.2,73.8073.8,69.5069.5,55.4055.4,48.1048.1,38.0038.0
110,2005,Salem,32.8032.8,36.2036.2,39.5039.5,54.7054.7,58.5058.5,73.4073.4,77.8077.8,77.9077.9,72.5072.5,58.0058.0,49.4049.4,34.8034.8
111,2006,Salem,41.1041.1,35.9035.9,44.4044.4,56.1056.1,63.4063.4,71.6071.6,78.5078.5,76.9076.9,66.2066.2,55.3055.3,50.7050.7,43.2043.2
112,2007,Salem,39.0039.0,28.4028.4,44.0044.0,50.7050.7,65.0065.0,72.9072.9,76.4076.4,76.2076.2,70.5070.5,63.8063.8,45.6045.6,37.6037.6
113,2008,Salem,36.1036.1,37.3037.3,44.3044.3,55.3055.3,60.5060.5,75.2075.2,78.1078.1,73.4073.4,69.5069.5,55.7055.7,45.1045.1,38.8038.8
114,2009,Salem,29.5029.5,37.3037.3,42.6042.6,54.3054.3,63.2063.2,70.0070.0,74.2074.2,77.0077.0,66.7066.7,55.5055.5,50.2050.2,36.0036.0
115,2010,Salem,32.9032.9,31.4031.4,48.1048.1,57.0057.0,66.0066.0,77.0077.0,79.9079.9,76.8076.8,71.4071.4,57.8057.8,47.0047.0,32.0032.0
116,2011,Salem,28.9028.9,36.9036.9,43.2043.2,56.2056.2,66.0066.0,74.4074.4,80.7080.7,75.0075.0,70.2070.2,56.8056.8,50.5050.5,42.7042.7
117,2012,Salem,37.4037.4,40.6040.6,51.6051.6,54.0054.0,67.2067.2,72.1072.1,80.3080.3,76.5076.5,68.5068.5,58.2058.2,42.8042.8,42.9042.9
118,2013,Salem,35.9035.9,34.6034.6,40.3040.3,53.9053.9,63.3063.3,73.2073.2,79.6079.6,73.1073.1,66.3066.3,59.0059.0,44.4044.4,38.5038.5
119,2014,Salem,28.2028.2,32.2032.2,37.8037.8,52.7052.7,64.0064.0,72.6072.6,76.2076.2,72.5072.5,68.4068.4,58.5058.5,43.3043.3,40.2040.2
120,2015,Salem,30.3030.3,25.4025.4,38.4038.4,53.9053.9,67.9067.9,73.0073.0,76.8076.8,75.5075.5,72.4072.4,56.4056.4,51.2051.2,50.1050.1
121,2016,Salem,33.0033.0,37.7037.7,49.1049.1,52.7052.7,61.7061.7,72.5072.5,79.5079.5,78.9078.9,71.9071.9,59.1059.1,48.3048.3,38.4038.4
122,2017,Salem,38.0038.0,43.2043.2,41.6041.6,58.2058.2,61.6061.6,72.7072.7,77.6077.6,73.3073.3,69.5069.5,61.8061.8,46.4046.4,35.2035.2
123,2018,Salem,31.7031.7,41.3041.3,39.5039.5,50.5050.5,66.9066.9,71.9071.9,77.7077.7,78.1078.1,72.3072.3,58.8058.8,44.1044.1,39.8039.8
124,2019,Salem,33.7033.7,36.7036.7,41.8041.8,57.8057.8,65.7065.7,73.0073.0,79.5079.5,76.5076.5,71.6071.6,60.2060.2,42.8042.8,38.4038.4

,Year,County,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
75,1970,Somerset,21.2021.2,29.8029.8,35.4035.4,48.7048.7,61.0061.0,67.6067.6,74.0074.0,73.2073.2,66.9066.9,55.2055.2,44.7044.7,31.9031.9
76,1971,Somerset,24.2024.2,31.1031.1,37.5037.5,47.6047.6,56.8056.8,69.8069.8,72.6072.6,71.0071.0,67.6067.6,58.9058.9,41.6041.6,37.5037.5
77,1972,Somerset,31.4031.4,27.8027.8,37.1037.1,46.6046.6,59.9059.9,65.4065.4,74.3074.3,71.2071.2,65.7065.7,49.0049.0,40.6040.6,35.8035.8
78,1973,Somerset,31.8031.8,29.7029.7,44.2044.2,50.7050.7,56.9056.9,71.5071.5,74.3074.3,73.9073.9,65.8065.8,55.4055.4,44.7044.7,35.8035.8
79,1974,Somerset,31.8031.8,29.3029.3,40.0040.0,52.0052.0,59.0059.0,66.3066.3,73.5073.5,72.3072.3,63.8063.8,49.7049.7,44.2044.2,35.8035.8
80,1975,Somerset,33.5033.5,32.6032.6,37.6037.6,44.9044.9,63.3063.3,69.0069.0,73.5073.5,72.1072.1,61.2061.2,56.8056.8,48.1048.1,33.5033.5
81,1976,Somerset,24.5024.5,36.0036.0,42.2042.2,52.5052.5,58.6058.6,71.4071.4,71.5071.5,71.0071.0,62.9062.9,49.4049.4,37.7037.7,26.7026.7
82,1977,Somerset,18.4018.4,30.4030.4,44.1044.1,51.6051.6,62.0062.0,66.8066.8,74.1074.1,71.7071.7,65.6065.6,51.7051.7,45.0045.0,30.7030.7
83,1978,Somerset,25.3025.3,22.1022.1,35.8035.8,48.6048.6,57.9057.9,68.3068.3,71.6071.6,73.1073.1,62.5062.5,51.9051.9,44.4044.4,34.2034.2
84,1979,Somerset,29.7029.7,20.8020.8,43.1043.1,49.4049.4,61.3061.3,66.1066.1,72.6072.6,71.8071.8,64.4064.4,52.4052.4,47.2047.2,35.3035.3
85,1980,Somerset,29.9029.9,27.5027.5,37.2037.2,51.4051.4,61.9061.9,66.7066.7,75.3075.3,75.7075.7,68.1068.1,52.0052.0,40.0040.0,28.4028.4
86,1981,Somerset,21.7021.7,35.6035.6,37.4037.4,52.5052.5,60.9060.9,69.5069.5,74.7074.7,70.8070.8,63.7063.7,49.6049.6,43.4043.4,31.5031.5
87,1982,Somerset,21.2021.2,31.7031.7,38.1038.1,47.7047.7,61.8061.8,65.7065.7,73.4073.4,68.9068.9,64.0064.0,53.4053.4,45.8045.8,38.8038.8
88,1983,Somerset,30.4030.4,32.3032.3,41.9041.9,48.8048.8,58.4058.4,69.4069.4,75.7075.7,74.6074.6,66.7066.7,54.0054.0,44.2044.2,30.8030.8
89,1984,Somerset,24.2024.2,36.6036.6,33.6033.6,48.6048.6,58.9058.9,70.9070.9,72.1072.1,72.9072.9,62.0062.0,57.9057.9,42.8042.8,38.8038.8
90,1985,Somerset,24.9024.9,32.2032.2,41.9041.9,52.2052.2,62.4062.4,65.9065.9,73.0073.0,71.4071.4,66.3066.3,54.8054.8,46.6046.6,30.0030.0
91,1986,Somerset,29.9029.9,28.8028.8,40.9040.9,50.6050.6,62.9062.9,68.5068.5,73.5073.5,69.7069.7,63.6063.6,54.6054.6,41.3041.3,34.9034.9
92,1987,Somerset,28.7028.7,30.0030.0,42.4042.4,50.8050.8,60.4060.4,70.5070.5,75.2075.2,70.3070.3,64.3064.3,49.0049.0,44.4044.4,36.0036.0
93,1988,Somerset,23.6023.6,31.4031.4,40.9040.9,48.5048.5,60.0060.0,68.6068.6,76.7076.7,75.1075.1,63.1063.1,49.0049.0,44.9044.9,32.1032.1
94,1989,Somerset,33.2033.2,31.8031.8,39.2039.2,48.0048.0,59.2059.2,70.5070.5,72.5072.5,71.0071.0,65.6065.6,54.4054.4,42.2042.2,21.9021.9
95,1990,Somerset,36.8036.8,37.0037.0,42.4042.4,50.1050.1,58.1058.1,68.8068.8,73.8073.8,72.1072.1,63.0063.0,57.8057.8,46.2046.2,38.6038.6
96,1991,Somerset,30.2030.2,36.6036.6,42.6042.6,52.2052.2,65.5065.5,70.5070.5,74.2074.2,73.4073.4,64.0064.0,54.2054.2,44.3044.3,36.6036.6
97,1992,Somerset,32.0032.0,34.2034.2,37.7037.7,48.0048.0,57.7057.7,66.4066.4,71.6071.6,68.7068.7,64.2064.2,49.6049.6,43.2043.2,34.1034.1
98,1993,Somerset,34.2034.2,27.5027.5,35.8035.8,50.4050.4,61.6061.6,68.8068.8,76.0076.0,73.0073.0,64.1064.1,51.4051.4,42.8042.8,33.4033.4
99,1994,Somerset,22.1022.1,27.3027.3,37.6037.6,52.8052.8,58.4058.4,72.0072.0,76.5076.5,69.7069.7,64.1064.1,51.8051.8,47.9047.9,38.1038.1
100,1995,Somerset,34.9034.9,27.8027.8,43.2043.2,49.0049.0,58.5058.5,69.3069.3,75.5075.5,74.2074.2,64.9064.9,57.0057.0,39.6039.6,28.8028.8
101,1996,Somerset,27.7027.7,31.2031.2,36.0036.0,50.6050.6,58.2058.2,70.1070.1,71.2071.2,71.8071.8,65.6065.6,53.6053.6,39.9039.9,38.0038.0
102,1997,Somerset,29.3029.3,37.5037.5,40.4040.4,48.3048.3,56.9056.9,67.4067.4,73.6073.6,70.4070.4,64.0064.0,53.3053.3,41.1041.1,35.3035.3
103,1998,Somerset,38.2038.2,38.6038.6,43.0043.0,51.9051.9,63.2063.2,68.0068.0,74.3074.3,73.9073.9,67.4067.4,54.6054.6,43.8043.8,39.9039.9
104,1999,Somerset,31.8031.8,35.1035.1,40.0040.0,50.7050.7,60.0060.0,70.7070.7,78.8078.8,73.8073.8,66.9066.9,51.9051.9,47.7047.7,36.7036.7
105,2000,Somerset,29.5029.5,34.3034.3,45.2045.2,49.9049.9,61.8061.8,69.8069.8,70.4070.4,70.4070.4,63.9063.9,53.9053.9,42.8042.8,28.6028.6
106,2001,Somerset,28.8028.8,34.4034.4,37.8037.8,51.1051.1,61.4061.4,70.4070.4,70.8070.8,74.8074.8,64.5064.5,54.7054.7,48.0048.0,40.8040.8
107,2002,Somerset,36.2036.2,37.9037.9,42.4042.4,53.5053.5,58.2058.2,69.8069.8,76.1076.1,75.5075.5,67.3067.3,52.6052.6,42.3042.3,32.2032.2
108,2003,Somerset,25.7025.7,27.3027.3,40.6040.6,48.0048.0,56.9056.9,66.7066.7,74.2074.2,74.7074.7,66.2066.2,51.5051.5,47.6047.6,34.8034.8
109,2004,Somerset,23.7023.7,32.3032.3,42.2042.2,51.6051.6,65.3065.3,68.5068.5,72.3072.3,72.1072.1,67.0067.0,52.6052.6,45.8045.8,34.3034.3
110,2005,Somerset,28.8028.8,33.6033.6,36.4036.4,52.5052.5,56.5056.5,72.4072.4,75.9075.9,76.4076.4,69.7069.7,55.6055.6,46.6046.6,31.3031.3
111,2006,Somerset,37.6037.6,33.5033.5,41.3041.3,53.0053.0,61.2061.2,70.1070.1,76.4076.4,73.4073.4,63.7063.7,52.7052.7,48.9048.9,41.3041.3
112,2007,Somerset,35.4035.4,25.8025.8,40.4040.4,47.9047.9,62.7062.7,70.4070.4,73.0073.0,72.8072.8,67.4067.4,61.1061.1,42.2042.2,34.3034.3
113,2008,Somerset,33.6033.6,33.9033.9,40.8040.8,52.8052.8,57.2057.2,72.6072.6,76.1076.1,70.7070.7,67.1067.1,52.5052.5,42.8042.8,35.1035.1
114,2009,Somerset,25.5025.5,34.0034.0,40.3040.3,52.1052.1,61.1061.1,67.3067.3,71.5071.5,74.5074.5,64.4064.4,52.4052.4,49.0049.0,33.5033.5
115,2010,Somerset,30.6030.6,31.0031.0,46.1046.1,55.2055.2,63.9063.9,73.4073.4,78.2078.2,74.5074.5,68.7068.7,55.5055.5,44.1044.1,30.2030.2
116,2011,Somerset,26.3026.3,32.9032.9,40.8040.8,53.4053.4,63.5063.5,71.2071.2,77.8077.8,73.4073.4,68.3068.3,55.6055.6,48.0048.0,39.4039.4
117,2012,Somerset,34.4034.4,38.4038.4,49.5049.5,52.4052.4,65.1065.1,69.7069.7,77.4077.4,74.3074.3,66.8066.8,56.0056.0,40.8040.8,39.4039.4
118,2013,Somerset,33.4033.4,31.8031.8,38.7038.7,51.5051.5,60.6060.6,71.2071.2,77.8077.8,71.2071.2,64.2064.2,56.8056.8,42.5042.5,34.5034.5
119,2014,Somerset,24.7024.7,28.1028.1,34.6034.6,50.2050.2,61.6061.6,70.0070.0,73.9073.9,70.4070.4,66.7066.7,56.6056.6,41.0041.0,38.2038.2
120,2015,Somerset,26.6026.6,21.2021.2,34.9034.9,51.4051.4,66.0066.0,69.8069.8,75.2075.2,74.4074.4,70.8070.8,54.0054.0,49.1049.1,46.9046.9
121,2016,Somerset,30.5030.5,35.5035.5,47.0047.0,51.0051.0,60.4060.4,70.6070.6,76.9076.9,76.4076.4,69.3069.3,56.0056.0,46.2046.2,35.8035.8
122,2017,Somerset,35.6035.6,39.2039.2,38.1038.1,55.6055.6,59.6059.6,70.2070.2,75.1075.1,71.1071.1,68.1068.1,60.0060.0,43.3043.3,32.4032.4
123,2018,Somerset,28.1028.1,38.3038.3,38.0038.0,47.5047.5,64.8064.8,69.6069.6,75.9075.9,76.1076.1,69.1069.1,55.3055.3,41.2041.2,36.8036.8
124,2019,Somerset,30.8030.8,33.7033.7,38.7038.7,54.4054.4,61.9061.9,69.6069.6,77.4077.4,73.8073.8,68.2068.2,57.0057.0,40.7040.7,34.8034.8

,Year,County,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
75,1970,Sussex,17.0017.0,25.8025.8,32.2032.2,46.4046.4,59.0059.0,64.8064.8,71.0071.0,69.9069.9,63.0063.0,52.0052.0,41.5041.5,27.8027.8
76,1971,Sussex,19.6019.6,26.1026.1,33.2033.2,44.6044.6,54.4054.4,67.0067.0,69.5069.5,67.8067.8,64.6064.6,55.6055.6,38.3038.3,33.4033.4
77,1972,Sussex,27.5027.5,23.5023.5,33.3033.3,43.1043.1,58.2058.2,62.9062.9,71.6071.6,67.8067.8,62.4062.4,45.7045.7,36.6036.6,31.8031.8
78,1973,Sussex,28.8028.8,25.4025.4,41.3041.3,48.7048.7,54.3054.3,69.1069.1,71.4071.4,71.3071.3,61.9061.9,52.3052.3,41.3041.3,32.2032.2
79,1974,Sussex,27.0027.0,25.2025.2,36.1036.1,49.2049.2,55.8055.8,63.6063.6,69.6069.6,68.6068.6,59.8059.8,46.3046.3,41.2041.2,32.1032.1
80,1975,Sussex,29.4029.4,29.4029.4,34.1034.1,41.7041.7,60.9060.9,66.1066.1,70.7070.7,68.7068.7,57.6057.6,53.3053.3,45.2045.2,29.4029.4
81,1976,Sussex,20.2020.2,32.4032.4,38.9038.9,49.7049.7,55.5055.5,68.2068.2,67.6067.6,67.4067.4,59.2059.2,46.4046.4,34.5034.5,22.7022.7
82,1977,Sussex,15.5015.5,26.8026.8,40.7040.7,48.7048.7,59.5059.5,63.5063.5,70.9070.9,68.3068.3,62.3062.3,48.7048.7,42.1042.1,26.9026.9
83,1978,Sussex,21.6021.6,18.2018.2,32.0032.0,45.6045.6,55.7055.7,64.8064.8,68.3068.3,70.2070.2,59.1059.1,48.8048.8,40.6040.6,30.1030.1
84,1979,Sussex,25.4025.4,17.2017.2,39.9039.9,47.1047.1,58.6058.6,63.8063.8,70.2070.2,68.8068.8,60.9060.9,49.8049.8,43.9043.9,31.9031.9
85,1980,Sussex,26.5026.5,23.2023.2,33.7033.7,48.6048.6,59.6059.6,63.3063.3,71.7071.7,72.2072.2,63.8063.8,48.2048.2,36.1036.1,24.0024.0
86,1981,Sussex,17.4017.4,33.2033.2,35.2035.2,49.8049.8,58.0058.0,66.1066.1,71.5071.5,67.7067.7,60.9060.9,46.6046.6,40.3040.3,27.2027.2
87,1982,Sussex,16.7016.7,27.6027.6,34.0034.0,44.5044.5,58.9058.9,62.9062.9,70.2070.2,65.6065.6,61.2061.2,50.6050.6,43.3043.3,35.6035.6
88,1983,Sussex,26.6026.6,28.9028.9,39.0039.0,46.0046.0,55.6055.6,66.6066.6,71.7071.7,71.2071.2,62.8062.8,50.6050.6,41.0041.0,27.0027.0
89,1984,Sussex,21.1021.1,33.5033.5,30.5030.5,46.4046.4,55.9055.9,67.4067.4,69.0069.0,70.3070.3,58.8058.8,54.6054.6,39.5039.5,35.1035.1
90,1985,Sussex,21.2021.2,28.1028.1,38.6038.6,49.6049.6,59.9059.9,62.6062.6,69.8069.8,68.3068.3,63.3063.3,51.3051.3,42.7042.7,26.4026.4
91,1986,Sussex,26.6026.6,25.0025.0,37.6037.6,48.1048.1,60.5060.5,64.5064.5,70.2070.2,66.6066.6,60.2060.2,51.3051.3,37.8037.8,31.6031.6
92,1987,Sussex,24.3024.3,25.9025.9,38.7038.7,48.7048.7,58.2058.2,67.4067.4,72.2072.2,66.9066.9,61.3061.3,46.1046.1,40.7040.7,32.7032.7
93,1988,Sussex,20.2020.2,26.8026.8,37.0037.0,45.8045.8,57.6057.6,65.2065.2,73.4073.4,72.1072.1,59.7059.7,46.0046.0,41.8041.8,28.5028.5
94,1989,Sussex,29.8029.8,27.8027.8,35.6035.6,44.7044.7,57.2057.2,67.1067.1,70.0070.0,67.9067.9,62.1062.1,51.8051.8,39.6039.6,17.3017.3
95,1990,Sussex,33.5033.5,32.7032.7,40.1040.1,48.0048.0,55.3055.3,65.9065.9,70.7070.7,69.3069.3,60.5060.5,55.0055.0,42.8042.8,35.2035.2
96,1991,Sussex,26.1026.1,32.9032.9,39.7039.7,50.0050.0,63.3063.3,68.0068.0,71.3071.3,70.8070.8,61.3061.3,51.4051.4,41.1041.1,32.8032.8
97,1992,Sussex,28.4028.4,30.4030.4,33.6033.6,45.1045.1,56.2056.2,63.7063.7,68.4068.4,65.8065.8,61.0061.0,47.1047.1,38.9038.9,29.9029.9
98,1993,Sussex,30.0030.0,22.9022.9,32.0032.0,47.6047.6,59.4059.4,66.0066.0,72.3072.3,70.4070.4,60.6060.6,48.2048.2,39.4039.4,28.9028.9
99,1994,Sussex,17.2017.2,22.4022.4,34.2034.2,49.9049.9,56.2056.2,68.4068.4,73.1073.1,67.0067.0,60.5060.5,49.7049.7,44.6044.6,34.3034.3
100,1995,Sussex,30.9030.9,24.3024.3,40.1040.1,45.6045.6,55.6055.6,67.2067.2,72.6072.6,71.0071.0,60.7060.7,54.0054.0,36.2036.2,24.7024.7
